date,country,indicator,time,issue_type,action_taken,decision_owner,evidence_link,notes
2025-11-29,Nigeria,Budget Deficit/Surplus,2016-07-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2016-10-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2017-04-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2017-07-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2017-10-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2018-04-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2018-07-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2018-10-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2019-04-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2019-07-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2019-10-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2020-04-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2020-07-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2020-10-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2021-04-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2021-07-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2021-10-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2022-04-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2022-07-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2022-10-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2023-04-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2023-07-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2023-10-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2024-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2024-04-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Budget Deficit/Surplus,2024-07-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Capital Expenditure,2010-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Capital Expenditure,2011-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Capital Expenditure,2012-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Capital Expenditure,2013-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Capital Expenditure,2014-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Capital Expenditure,2015-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Capital Expenditure,2016-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Capital Expenditure,2017-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Capital Expenditure,2018-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Capital Expenditure,2019-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Capital Expenditure,2020-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Capital Expenditure,2021-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Capital Expenditure,2022-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Nigeria,Capital Expenditure,2023-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Senegal,Capital Expenditure,2020-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Senegal,Capital Expenditure,2021-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Senegal,Capital Expenditure,2022-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Senegal,Capital Expenditure,2023-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Senegal,Capital Expenditure,2024-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Ivory Coast,Consumer Price Index (CPI),1996-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Ivory Coast,Consumer Price Index (CPI),1997-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Ivory Coast,Consumer Price Index (CPI),1998-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Ivory Coast,Consumer Price Index (CPI),1999-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Ivory Coast,Consumer Price Index (CPI),2000-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Ivory Coast,Consumer Price Index (CPI),2001-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Ivory Coast,Consumer Price Index (CPI),2002-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Ivory Coast,Consumer Price Index (CPI),2003-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Ivory Coast,Consumer Price Index (CPI),2004-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Ivory Coast,Consumer Price Index (CPI),2005-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Ivory Coast,Consumer Price Index (CPI),2006-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Ivory Coast,Consumer Price Index (CPI),2007-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Ivory Coast,Consumer Price Index (CPI),2008-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Ivory Coast,Consumer Price Index (CPI),2009-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Ivory Coast,Consumer Price Index (CPI),2010-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Ivory Coast,Consumer Price Index (CPI),2011-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Ivory Coast,Consumer Price Index (CPI),2012-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Ivory Coast,Consumer Price Index (CPI),2013-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Ivory Coast,Consumer Price Index (CPI),2014-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Ivory Coast,Consumer Price Index (CPI),2015-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Ivory Coast,Consumer Price Index (CPI),2016-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Ivory Coast,Consumer Price Index (CPI),2017-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Ivory Coast,Consumer Price Index (CPI),2018-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
2025-11-29,Ivory Coast,Consumer Price Index (CPI),2019-01-01T00:00:00,duplicate_frequency,Kept higher-frequency observation; removed lower-priority frequencies.,GPT-5 Codex automation,fiscal_data_deduped.csv,Dropped 1 lower-frequency rows.
